team,player_number,position,birth_date,shirt_name,club_name,height,weight,league,age,name,caps
South Korea,21,GK,7/6/1987,J H KIM,Cerezo Osaka,193,82,JPN,30.93972603,Kim Jin-hyeon,15
South Korea,22,DF,3/10/1988,Y H GO,FC Seoul,170,65,KOR,30.2630137,Go Yo-han,20
South Korea,23,GK,9/25/1991,H W JO,Daegu FC,189,75,KOR,26.71780822,Cho Hyun-woo,6
Mexico,1,GK,1/26/1981,J. CORONA,Cruz Azul,182,80,MEX,37.38082192,José de Jesús Corona,52
Mexico,2,DF,3/31/1987,H. AYALA,Tigres UANL,188,82,MEX,31.20547945,Hugo Ayala,43
Mexico,3,DF,9/29/1993,C. SALCEDO,Eintracht Frankfurt,189,83,GER,24.70684932,Carlos Salcedo,21
Mexico,4,DF,2/13/1979,R. MÁRQUEZ,CF Atlas,184,77,MEX,39.33150685,Rafael Márquez,145
Mexico,5,DF,9/19/1992,D. REYES,FC Porto,190,77,POR,25.73424658,Érick Gutiérrez,9
Mexico,6,MF,4/26/1990,J. DOS SANTOS,LA Galaxy,173,69,USA,28.13424658,Jonathan dos Santos,32
Mexico,7,MF,6/25/1988,M. LAYÚN,Sevilla FC,180,72,ESP,29.96986301,Miguel Layún,64
Mexico,8,FW,7/21/1989,M. FABIÁN,Eintracht Frankfurt,171,70,GER,28.89863014,Marco Fabián,39
Mexico,9,FW,5/5/1991,RAÚL,SL Benfica,188,79,POR,27.10958904,Raúl Jiménez,63
Mexico,10,MF,5/11/1989,G. DOS SANTOS,LA Galaxy,178,70,USA,29.09315068,Giovani dos Santos,105
Mexico,11,FW,3/1/1989,CARLOS V,Los Angeles FC,178,78,USA,29.28767123,Carlos Vela,68
Mexico,12,GK,9/18/1982,A. TALAVERA,Deportivo Toluca FC,188,84,MEX,35.7369863,Alfredo Talavera,27
Mexico,13,GK,7/13/1985,G. OCHOA,Standard Liège,185,76,BEL,32.92054795,Guillermo Ochoa,94
Mexico,14,FW,6/1/1988,J. HERNÁNDEZ,West Ham United FC,175,71,ENG,30.03561644,Javier Hernández,102
Mexico,15,DF,1/17/1988,H. MORENO,Real Sociedad,182,82,ESP,30.40547945,Héctor Moreno,92
Mexico,16,DF,4/19/1990,H. HERRERA,FC Porto,180,79,POR,28.15342466,Héctor Herrera,66
Mexico,17,MF,1/6/1993,JESÚS C.,FC Porto,174,69,POR,25.43561644,Jesús Manuel Corona,36
Mexico,18,MF,9/28/1986,A. GUARDADO,Real Betis,167,63,ESP,31.70958904,Andrés Guardado,145
Mexico,19,FW,1/12/1984,O. PERALTA,Club América,178,72,MEX,34.41917808,Oribe Peralta,67
Mexico,20,MF,2/11/1990,J. AQUINO,Tigres UANL,166,59,MEX,28.3369863,Javier Aquino,53
Mexico,21,DF,10/24/1997,E. ÁLVAREZ,Club América,186,72,MEX,20.63835616,Edson Álvarez,13
Mexico,22,FW,7/30/1995,H. LOZANO,PSV Eindhoven,176,66,NED,22.8739726,Hirving Lozano,28
Mexico,23,MF,8/15/1994,J. GALLARDO,Pumas UNAM,177,74,MEX,23.83013699,Jesús Gallardo,23
Morocco,1,GK,4/5/1991,BOUNOU,Girona FC,190,77,ESP,27.19178082,Yassine Bounou,11
Morocco,2,DF,11/4/1998,HAKIMI,Real Madrid CF,179,65,ESP,19.60821918,Achraf Hakimi,10
Morocco,3,DF,10/21/1997,MENDYL,Lille OSC,179,70,FRA,20.64657534,Hamza Mendyl,13
Morocco,4,DF,5/6/1986,DA COSTA,Istanbul Başakşehir FK,187,78,TUR,32.10684932,Manuel da Costa,28
Morocco,5,DF,4/17/1987,BENATIA,Juventus FC,188,88,ITA,31.15890411,Medhi Benatia,57
Morocco,6,DF,3/26/1990,SAISS,Wolverhampton Wanderers FC,190,76,ENG,28.21917808,Romain Saïss,24
Morocco,7,MF,3/19/1993,ZIYACH,AFC Ajax,180,70,NED,25.23835616,Hakim Ziyech,18
Morocco,8,MF,1/27/1985,EL AHMADI,Feyenoord Rotterdam,179,78,NED,33.37808219,Karim El Ahmadi,51
Morocco,9,FW,6/25/1993,EL KAABI,RS Berkane,182,72,MAR,24.96986301,Ayoub El Kaabi,10
Morocco,10,MF,2/25/1990,BELHANDA,Galatasaray SK,174,75,TUR,28.29863014,Younès Belhanda,47
Morocco,11,MF,8/1/1988,FAJR,Getafe CF,178,72,ESP,29.86849315,Fayçal Fajr,23
Morocco,12,GK,5/10/1989,EL KAJOUI,CD Numancia,190,88,ESP,29.09589041,Munir Mohamedi,27
Morocco,13,FW,4/24/1987,BOUTAIB,Yeni Malatyaspor,190,80,TUR,31.13972603,Khalid Boutaïb,18
Morocco,14,MF,8/15/1984,BOUSSOUFA,Al Jazira,167,59,UAE,33.83013699,Mbark Boussoufa,59
Morocco,15,MF,7/7/1996,AIT BENNASSER,SM Caen,184,75,FRA,21.9369863,Youssef Aït Bennasser,14
Morocco,16,MF,3/31/1987,N. AMRABAT,CD Leganés,178,77,ESP,31.20547945,Nordin Amrabat,44
Morocco,17,DF,2/25/1986,DIRAR,Fenerbahce SK,187,82,TUR,32.29863014,Nabil Dirar,34
Morocco,18,MF,6/18/1997,HARIT,FC Schalke 04,179,66,GER,20.9890411,Amine Harit,6
Morocco,19,FW,6/1/1997,EN-NESYRI,Malaga CF,188,75,ESP,21.03561644,Youssef En-Nesyri,16
Morocco,20,FW,3/30/1987,BOUHADDOUZ,FC St. Pauli,188,80,GER,31.20821918,Aziz Bouhaddouz,15
Morocco,21,MF,8/21/1996,S. AMRABAT,Feyenoord Rotterdam,183,77,NED,21.81369863,Sofyan Amrabat,6
Morocco,22,GK,4/5/1996,TAGNAOUTI,IRT Tanger,186,70,MAR,22.19178082,Ahmed Reda Tagnaouti,2
Morocco,23,MF,7/1/1989,CARCELA,Standard Liège,176,67,BEL,28.95342466,Mehdi Carcela,20
Nigeria,1,GK,10/16/1988,EZENWA,Enyimba FC,181,80,NGA,29.66027397,Ikechukwu Ezenwa,24
Nigeria,2,DF,5/18/1992,IDOWU,FK Amkar Perm,179,75,RUS,26.0739726,Brian Idowu,5
Nigeria,3,DF,1/20/1988,ECHIEJILE,Cercle Brugge,185,82,BEL,30.39726027,Elderson Echiéjilé,62
Nigeria,4,MF,12/16/1996,NDIDI,Leicester City FC,184,73,ENG,21.49315068,Wilfred Ndidi,17
Nigeria,5,DF,9/1/1993,EKONG,Bursaspor,191,85,TUR,24.78356164,William Troost-Ekong,22
Nigeria,6,DF,6/28/1988,BALOGUN,FSV Mainz 05,190,89,GER,29.96164384,Leon Balogun,19
Nigeria,7,FW,10/14/1992,MUSA,CSKA Moscow,173,65,RUS,25.66575342,Ahmed Musa,72
Nigeria,8,MF,11/9/1995,ETEBO,UD Las Palmas,174,74,ESP,22.59452055,Oghenekaro Etebo,14
Nigeria,9,FW,6/16/1989,IGHALO,Changchun Yatai,188,83,CHN,28.99452055,Odion Ighalo,19
Nigeria,10,MF,4/22/1987,MIKEL,Tianjin Teda,188,82,CHN,31.14520548,John Obi Mikel,85
Nigeria,11,FW,12/12/1990,MOSES,Chelsea FC,177,75,ENG,27.50410959,Victor Moses,34
Nigeria,12,DF,3/12/1993,SHEHU,Bursaspor,182,75,TUR,25.25753425,Shehu Abdullahi,25
Nigeria,13,FW,5/7/1992,NWANKWO,FC Crotone,197,89,ITA,26.10410959,Simeon Nwankwo,2
Nigeria,14,FW,3/10/1996,IHEANACHO,Leicester City FC,183,80,ENG,22.2630137,Kelechi Iheanacho,18
Nigeria,15,MF,5/22/1991,OBI,Torino FC,177,77,ITA,27.0630137,Joel Obi,17
Nigeria,16,GK,3/8/1986,AKPEYI,Chippa United FC,187,94,RSA,32.26849315,Daniel Akpeyi,7
Nigeria,17,MF,12/25/1992,ONAZI,Trabzonspor,172,74,TUR,25.46849315,Ogenyi Onazi,52
Nigeria,18,FW,5/3/1996,IWOBI,Arsenal FC,185,86,ENG,22.11506849,Alex Iwobi,19
Nigeria,19,MF,4/20/1988,OGU,Hapoel Be'er Sheva FC,191,90,ISR,30.15068493,John Ogu,20
Nigeria,20,DF,1/1/1997,AWAZIEM,FC Nantes,192,76,FRA,21.44931507,Chidozie Awaziem,4
Nigeria,21,DF,12/16/1995,EBUEHI,ADO Den Haag,187,74,NED,22.49315068,Tyronne Ebuehi,7
Nigeria,22,DF,10/17/1993,OMERUO,Kasimpasa SK,185,82,TUR,24.65753425,Kenneth Omeruo,39
Nigeria,23,GK,10/28/1998,UZOHO,Deportivo La Coruña,196,91,ESP,19.62739726,Francis Uzoho,6
Panama,1,GK,9/26/1981,PENEDO,Dinamo Bucharest,183,70,ROU,36.71506849,Jaime Penedo,131
Panama,2,DF,2/11/1996,MURILLO,New York Red Bulls,183,78,USA,22.3369863,Michael Amir Murillo,22
Panama,3,DF,3/1/1992,CUMMINGS,San Jose Earthquakes,183,92,USA,26.28767123,Harold Cummings,52
Panama,4,DF,1/9/1995,ESCOBAR,New York Red Bulls,182,82,USA,23.42739726,Fidel Escobar,23
Panama,5,DF,3/20/1986,R. TORRES,Seattle Sounders FC,188,99,USA,32.23561644,Román Torres,111
Panama,6,MF,5/29/1984,GOMEZ,Atlético Bucaramanga,183,82,COL,34.04383562,Gabriel Gómez,144
Panama,7,FW,3/13/1981,PEREZ,CSD Municipal,187,83,GUA,37.25479452,Blas Pérez,118
Panama,8,MF,10/23/1993,BARCENAS,Cafetaleros de Tapachula,175,72,MEX,24.64109589,Édgar Bárcenas,29
Panama,9,FW,10/31/1988,G. TORRES,CD Huachipato,180,77,CHI,29.61917808,Gabriel Torres,72
Panama,10,FW,5/12/1997,DIAZ,Deportivo La Coruña,181,72,ESP,21.09041096,Ismael Díaz,11
Panama,11,MF,11/26/1987,COOPER,Club Universidad de Chile,173,72,CHI,30.54794521,Armando Cooper,98
Panama,12,GK,8/14/1985,CALDERON,Chorrillo FC,187,87,PAN,32.83287671,José Calderón,31
Panama,13,DF,2/14/1985,MACHADO,Houston Dynamo,182,78,USA,33.32876712,Adolfo Machado,76
Panama,14,MF,5/30/1991,PIMENTEL,Plaza Amador,189,80,PAN,27.04109589,Valentín Pimentel,23
Panama,15,DF,3/31/1991,DAVIS,DAC Dunajska Streda,180,81,SVK,27.20547945,Erick Davis,38
Panama,16,FW,12/13/1993,ARROYO,LD Alajuelense,183,82,CRC,24.50136986,Abdiel Arroyo,33
Panama,17,DF,9/7/1988,OVALLE,CD Olimpia,178,75,HON,29.76712329,Luis Ovalle,25
Panama,18,FW,3/28/1982,TEJADA,Sport Boys,183,87,PER,36.21369863,Luis Tejada,105
Panama,19,MF,12/18/1987,QUINTERO,Universitario Lima,165,62,PER,30.48767123,Ricardo Ávila,5
Panama,20,MF,2/10/1990,GODOY,San Jose Earthquakes,183,82,USA,28.33972603,Aníbal Godoy,88
Panama,21,MF,6/19/1998,J. RODRIGUEZ,KAA Gent,180,77,BEL,19.98630137,José Luis Rodríguez,2
Panama,22,GK,8/5/1990,RODRIGUEZ,San Francisco FC,197,83,PAN,27.85753425,Álex Rodríguez,6
Panama,23,DF,2/24/1981,BALOY,CSD Municipal,185,87,GUA,37.30136986,Felipe Baloy,102
Peru,1,GK,2/23/1990,GALLESE,CD Tiburones Rojos de Veracruz,189,79,MEX,28.30410959,Pedro Gallese,38
Peru,2,DF,3/31/1984,RODRIGUEZ,Atletico Junior,179,78,COL,34.20547945,Alberto Rodríguez,59
Peru,3,DF,5/20/1989,CORZO,Universitario Lima,172,75,PER,29.06849315,Aldo Corzo,25
Peru,4,DF,1/10/1992,SANTAMARIA,Puebla FC,183,84,MEX,26.42465753,Anderson Santamaría,4
Peru,5,DF,10/24/1994,ARAUJO,Alianza Lima,178,77,PER,23.63835616,Miguel Araujo,7
Peru,6,DF,8/25/1992,TRAUCO,CR Flamengo,169,74,BRA,25.80273973,Miguel Trauco,27
Peru,7,MF,7/27/1990,HURTADO,Vitoria Guimaraes,174,66,POR,27.88219178,Paolo Hurtado,31
Peru,8,MF,11/23/1991,CUEVA,Sao Paulo FC,169,69,BRA,26.55616438,Christian Cueva,44
Peru,9,FW,1/1/1984,GUERRERO,CR Flamengo,185,88,BRA,34.44931507,Paolo Guerrero,88
Peru,10,FW,10/26/1984,FARFAN,FC Lokomotiv Moscow,177,85,RUS,33.63287671,Jefferson Farfán,84
Peru,11,FW,7/25/1990,RUIDIAZ,CA Monarcas Morelia,169,67,MEX,27.88767123,Raúl Ruidíaz,30
Peru,12,GK,9/27/1991,CACEDA,Deportivo Municipal,184,78,PER,26.71232877,Carlos Cáceda,4
Peru,13,MF,7/28/1995,TAPIA,Feyenoord Rotterdam,185,85,NED,22.87945205,Renato Tapia,23
Peru,14,MF,9/29/1994,POLO,Portland Timbers,174,71,USA,23.70684932,Andy Polo,17
Peru,15,DF,11/4/1988,RAMOS,CD Tiburones Rojos de Veracruz,182,72,MEX,29.60821918,Christian Ramos,66
Peru,16,MF,9/23/1994,CARTAGENA,CD Tiburones Rojos de Veracruz,179,76,MEX,23.72328767,Wilder Cartagena,3
Peru,17,DF,3/2/1990,ADVINCULA,Lobos BUAP,178,80,MEX,28.28493151,Luis Advíncula,65
Peru,18,FW,6/14/1991,CARRILLO,Watford FC,182,77,ENG,27,André Carrillo,45
Peru,19,MF,4/7/1990,YOTUN,Orlando City SC,172,69,USA,28.18630137,Yoshimar Yotún,73
Peru,20,FW,5/14/1994,FLORES,Aalborg BK,170,72,DEN,24.08493151,Edison Flores,29
Peru,21,GK,3/1/1986,CARVALLO,Universidad Técnica de Cajamarca,182,84,PER,32.28767123,José Carvallo,6
Peru,22,DF,10/26/1994,LOYOLA,FBC Melgar,179,68,PER,23.63287671,Nilson Loyola,3
Peru,23,MF,4/13/1995,AQUINO,Lobos BUAP,174,71,MEX,23.16986301,Pedro Aquino,13
Poland,1,GK,4/18/1990,SZCZESNY,Juventus FC,195,84,ITA,28.15616438,Wojciech Szczęsny,35
Poland,2,DF,9/21/1987,PAZDAN,Legia Warsaw,181,78,POL,30.72876712,Michał Pazdan,33
Poland,3,DF,11/4/1987,JEDRZEJCZYK,Legia Warsaw,189,78,POL,30.60821918,Artur Jędrzejczyk,36
Poland,4,DF,4/21/1986,CIONEK,SPAL Ferrara,184,81,ITA,32.14794521,Thiago Cionek,19
Poland,5,DF,4/12/1996,BEDNAREK,Southampton FC,189,77,ENG,22.17260274,Jan Bednarek,3
Poland,6,MF,9/21/1992,GORALSKI,PFC Ludogorets Razgrad,172,66,BUL,25.72876712,Jacek Góralski,5
Poland,7,FW,2/28/1994,MILIK,SSC Napoli,186,81,ITA,24.29041096,Arkadiusz Milik,40
Poland,8,MF,2/2/1995,LINETTY,UC Sampdoria,176,73,ITA,23.36164384,Karol Linetty,20
Poland,9,FW,8/21/1988,LEWANDOWSKI,FC Bayern München,185,79,GER,29.81369863,Robert Lewandowski,95
Poland,10,MF,1/29/1990,KRYCHOWIAK,West Bromwich Albion FC,186,83,ENG,28.37260274,Grzegorz Krychowiak,51
Poland,11,MF,6/8/1988,GROSICKI,Hull City FC,180,78,ENG,30.01643836,Kamil Grosicki,57
Poland,12,GK,7/6/1987,BIALKOWSKI,Ipswich Town FC,194,83,ENG,30.93972603,Bartosz Białkowski,1
Poland,13,MF,8/19/1989,RYBUS,FC Lokomotiv Moscow,173,75,RUS,28.81917808,Maciej Rybus,51
Poland,14,FW,6/3/1991,TEODORCZYK,RSC Anderlecht,185,78,BEL,27.03013699,Łukasz Teodorczyk,17
Poland,15,DF,2/3/1988,GLIK,AS Monaco,190,80,FRA,30.35890411,Kamil Glik,57
Poland,16,MF,12/14/1985,BLASZCZYKOWSKI,VfL Wolfsburg,175,71,GER,32.49863014,Jakub Błaszczykowski,99
Poland,17,MF,2/19/1985,PESZKO,Lechia Gdansk,173,68,POL,33.31506849,Sławomir Peszko,43
Poland,18,DF,7/12/1992,BERESZYNSKI,UC Sampdoria,182,72,ITA,25.92328767,Bartosz Bereszyński,8
Poland,19,MF,5/20/1994,ZIELINSKI,SSC Napoli,177,64,ITA,24.06849315,Piotr Zieliński,33
Poland,20,DF,6/3/1985,PISZCZEK,Borussia Dortmund,184,79,GER,33.03013699,Łukasz Piszczek,63
Poland,21,MF,1/29/1993,KURZAWA,Gornik Zabrze,182,73,POL,25.37260274,Rafał Kurzawa,3
Poland,22,GK,4/18/1985,FABIANSKI,Swansea City AFC,190,83,WAL,33.15616438,Łukasz Fabiański,45
Poland,23,FW,3/14/1997,KOWNACKI,UC Sampdoria,185,75,ITA,21.25205479,Dawid Kownacki,2
Portugal,1,GK,2/15/1988,RUI PATRICIO,Sporting CP,189,84,POR,30.3260274,Rui Patrício,69
Portugal,2,DF,11/27/1981,B. ALVES,Rangers FC,187,83,SCO,36.54520548,Bruno Alves,96
Portugal,3,DF,2/26/1983,PEPE,Besiktas JK,188,81,TUR,35.29589041,Pepe,95
Portugal,4,MF,2/5/1986,M. FERNANDES,FC Lokomotiv Moscow,174,69,RUS,32.35342466,Manuel Fernandes,14
Portugal,5,DF,12/22/1993,RAPHAEL,Borussia Dortmund,170,64,GER,24.47671233,Raphaël Guerreiro,24
Portugal,6,DF,12/22/1983,FONTE,Dalian Yifang FC,191,84,CHN,34.47671233,José Fonte,31
Portugal,7,FW,2/5/1985,RONALDO,Real Madrid CF,185,80,ESP,33.35342466,Cristiano Ronaldo,150
Portugal,8,MF,9/8/1986,J. MOUTINHO,AS Monaco,170,61,FRA,31.76438356,João Moutinho,110
Portugal,9,FW,11/6/1995,ANDRÉ SILVA,AC Milan,184,78,ITA,22.60273973,André Silva,23
Portugal,10,MF,1/19/1993,J. MÁRIO,West Ham United FC,179,73,ENG,25.4,João Mário,36
Portugal,11,MF,8/10/1994,BERNARDO,Manchester City FC,173,65,ENG,23.84383562,Bernardo Silva,25
Portugal,12,GK,10/1/1990,LOPES,Olympique Lyon,184,81,FRA,27.70136986,Anthony Lopes,7
Portugal,13,DF,5/14/1997,RUBEN DIAS,SL Benfica,187,83,POR,21.08493151,Rúben Dias,1
Portugal,14,MF,4/7/1992,WILLIAM,Sporting CP,190,80,POR,26.18630137,William Carvalho,43
Portugal,15,DF,10/6/1993,RICARDO,FC Porto,174,70,POR,24.68767123,Ricardo Pereira,4
Portugal,16,MF,9/8/1994,B. FERNANDES,Sporting CP,183,64,POR,23.76438356,Bruno Fernandes,6
Portugal,17,FW,11/29/1996,G. GUEDES,Valencia CF,179,72,ESP,21.53972603,Gonçalo Guedes,10
Portugal,18,FW,5/11/1995,GELSON,Sporting CP,173,63,POR,23.09315068,Gelson Martins,18
Portugal,19,DF,5/27/1991,MÁRIO RUI,SSC Napoli,168,67,ITA,27.04931507,Mário Rui,4
Portugal,20,FW,9/26/1983,QUARESMA,Besiktas JK,175,73,TUR,34.71506849,Ricardo Quaresma,77
Portugal,21,DF,8/31/1991,CÉDRIC,Southampton FC,172,67,ENG,26.78630137,Cédric,29
Portugal,22,GK,5/1/1982,BETO,Goztepe SK,183,79,TUR,36.12054795,Beto,14
Portugal,23,MF,3/15/1989,ADRIEN,Leicester City FC,176,72,ENG,29.24931507,Adrien Silva,23
Russia,1,GK,4/8/1986,AKINFEEV,CSKA Moscow,185,83,RUS,32.18356164,Igor Akinfeev,106
Russia,2,DF,9/19/1990,FERNANDES,CSKA Moscow,187,79,RUS,27.73424658,Mário Fernandes,5
Russia,3,DF,7/29/1993,KUTEPOV,FC Spartak Moscow,190,82,RUS,24.87671233,Ilya Kutepov,7
Russia,4,DF,7/14/1979,IGNASHEVICH,CSKA Moscow,186,84,RUS,38.91780822,Sergei Ignashevich,122
Russia,5,DF,3/24/1989,SEMENOV,FC Akhmat Grozny,191,87,RUS,29.22465753,Andrei Semyonov,6
Russia,6,MF,12/26/1990,CHERYSHEV,Villarreal CF,173,68,ESP,27.46575342,Denis Cheryshev,11
Russia,7,MF,1/15/1993,KUZIAEV,FC Zenit St. Petersburg,182,74,RUS,25.4109589,Daler Kuzyayev,6
Russia,8,MF,7/20/1989,GAZINSKII,FC Krasnodar,180,75,RUS,28.90136986,Yury Gazinsky,6
Russia,9,MF,6/17/1990,DZAGOEV,CSKA Moscow,178,73,RUS,27.99178082,Alan Dzagoev,57
Russia,10,FW,2/9/1990,SMOLOV,FC Krasnodar,185,79,RUS,28.34246575,Fyodor Smolov,32
Russia,11,MF,2/11/1994,ZOBNIN,FC Spartak Moscow,185,77,RUS,24.3369863,Roman Zobnin,12
Russia,12,GK,11/13/1991,LUNEV,FC Zenit St. Petersburg,189,80,RUS,26.58356164,Andrey Lunyov,3
Russia,13,DF,4/5/1987,KUDRIASHOV,FC Rubin Kazan,187,78,RUS,31.19178082,Fyodor Kudryashov,19
Russia,14,DF,5/22/1987,GRANAT,FC Rubin Kazan,184,80,RUS,31.0630137,Vladimir Granat,12
Russia,15,MF,10/17/1995,MIRANCHUK AL.,FC Lokomotiv Moscow,185,77,RUS,22.65753425,Aleksei Miranchuk,18
Russia,16,MF,10/17/1995,MIRANCHUK AN.,FC Lokomotiv Moscow,182,67,RUS,22.65753425,Anton Miranchuk,6
Russia,17,MF,5/30/1996,GOLOVIN,CSKA Moscow,178,70,RUS,22.04109589,Aleksandr Golovin,19
Russia,18,MF,8/20/1983,ZHIRKOV,FC Zenit St. Petersburg,180,76,RUS,34.81643836,Yuri Zhirkov,84
Russia,19,MF,7/19/1984,SAMEDOV,FC Spartak Moscow,178,74,RUS,33.90410959,Aleksandr Samedov,48
Russia,20,GK,10/19/1983,GABULOV,Club Brugge KV,190,81,BEL,34.65205479,Vladimir Gabulov,10
Russia,21,MF,10/13/1989,EROKHIN,FC Zenit St. Petersburg,191,79,RUS,28.66849315,Aleksandr Yerokhin,17
